Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
20,Galvanized Steel,G60,36x72,17,0.056,0.66,36.0,72.0,0.284,145.15200000000002,41.223168,824.46336,544.1458176
18,Brass,C360,48x120,25,0.0209,4.4,48.0,120.0,0.307,120.38399999999999,36.957888,665.241984,2927.0647296
25,Aluminum,5052-H32,48x96,17,0.056,1.93,48.0,96.0,0.098,258.048,25.288704000000003,632.2176000000001,1220.1799680000001
42,Brass,C260,60x144,10,0.1345,4.52,60.0,144.0,0.307,1162.0800000000002,356.75856000000005,14983.859520000002,67727.0450304
43,Aluminized Steel,Type 2,36x120,20,0.0359,0.95,36.0,120.0,0.284,155.088,44.04499199999999,1893.9346559999997,1799.2379231999996
13,Aluminized Steel,Type 2,48x72,11,0.1196,1.15,48.0,72.0,0.284,413.3376,117.38787839999999,1526.0424191999998,1754.9487820799995
7,Copper,C110,24x48,28,0.0149,4.8,24.0,48.0,0.321,17.1648,5.5099008,38.5693056,185.13266688
41,Copper,C110,36x120,14,0.0747,4.67,36.0,120.0,0.321,322.704,103.587984,4247.107344,19833.99129648
15,Galvanized Steel,G60,36x96,17,0.056,1.05,36.0,96.0,0.284,193.536,54.964223999999994,824.46336,865.686528
12,Cold Rolled Steel,A366,48x120,12,0.1046,0.65,48.0,120.0,0.284,602.496,171.10886399999998,2053.3063679999996,1334.6491391999998
18,Stainless Steel,316L,48x72,23,0.0269,3.63,48.0,72.0,0.289,92.96640000000001,26.8672896,483.6112128,1755.508702464
24,Aluminum,5052-H32,36x120,28,0.0149,3.21,36.0,120.0,0.098,64.368,6.308064,151.39353599999998,485.97325055999994
40,Hot Rolled Steel,A36,48x120,20,0.0359,0.69,48.0,120.0,0.284,206.78400000000002,58.726656,2349.06624,1620.8557056
50,Aluminized Steel,Type 2,48x72,19,0.0418,0.96,48.0,72.0,0.284,144.46079999999998,41.02686719999999,2051.3433599999994,1969.2896255999995
5,Copper,C110,24x48,22,0.0299,4.82,24.0,48.0,0.321,34.4448,11.0567808,55.283904,266.46841728000004
28,Aluminized Steel,Type 2,24x48,25,0.0209,1.0,24.0,48.0,0.284,24.0768,6.837811199999999,191.45871359999998,191.45871359999998
19,Aluminum,6061-T6,60x144,11,0.1196,2.72,60.0,144.0,0.098,1033.344,101.267712,1924.086528,5233.515356160001
20,Cold Rolled Steel,A1008,48x144,14,0.0747,0.53,48.0,144.0,0.284,516.3264,146.6366976,2932.7339519999996,1554.34899456
15,Aluminum,3003-H14,48x144,22,0.0299,2.35,48.0,144.0,0.098,206.6688,20.2535424,303.803136,713.9373696
48,Cold Rolled Steel,A1008,36x96,19,0.0418,0.82,36.0,96.0,0.284,144.46079999999998,41.02686719999999,1969.2896255999995,1614.8174929919994
50,Hot Rolled Steel,A36,36x120,10,0.1345,0.68,36.0,120.0,0.284,581.0400000000001,165.01536000000002,8250.768,5610.52224
8,Galvanized Steel,G90,48x96,29,0.0135,0.83,48.0,96.0,0.284,62.208,17.667071999999997,141.33657599999998,117.30935807999998
44,Galvanized Steel,G60,60x120,24,0.0239,0.72,60.0,120.0,0.284,172.08,48.87072,2150.31168,1548.2244095999997
48,Cold Rolled Steel,A1008,36x120,17,0.056,0.82,36.0,120.0,0.284,241.92000000000002,68.70528,3297.85344,2704.2398207999995
3,Cold Rolled Steel,A366,48x96,22,0.0299,0.83,48.0,96.0,0.284,137.7792,39.129292799999995,117.38787839999998,97.43193907199998
29,Galvanized Steel,G90,36x120,10,0.1345,0.67,36.0,120.0,0.284,581.0400000000001,165.01536000000002,4785.44544,3206.2484448000005
25,Hot Rolled Steel,A36,36x96,22,0.0299,0.8,36.0,96.0,0.284,103.3344,29.346969599999998,733.6742399999999,586.939392
35,Hot Rolled Steel,A36,60x120,22,0.0299,0.77,60.0,120.0,0.284,215.28,61.13952,2139.8831999999998,1647.7100639999999
21,Aluminum,6061-T6,36x72,26,0.0179,1.8,36.0,72.0,0.098,46.3968,4.5468864,95.4846144,171.87230592
42,Hot Rolled Steel,A36,36x72,21,0.0329,0.7,36.0,72.0,0.284,85.2768,24.218611199999998,1017.1816703999999,712.02716928
17,Hot Rolled Steel,A36,60x144,18,0.0478,0.61,60.0,144.0,0.284,412.992,117.289728,1993.925376,1216.29447936
28,Galvanized Steel,G90,36x72,18,0.0478,0.92,36.0,72.0,0.284,123.89760000000001,35.1869184,985.2337152000001,906.4150179840002
49,Aluminized Steel,Type 2,48x144,22,0.0299,1.24,48.0,144.0,0.284,206.6688,58.693939199999996,2876.0030208,3566.2437457919996
45,Aluminized Steel,Type 2,36x120,20,0.0359,1.05,36.0,120.0,0.284,155.088,44.04499199999999,1982.0246399999996,2081.1258719999996
6,Cold Rolled Steel,A366,48x120,28,0.0149,0.79,48.0,120.0,0.284,85.824,24.374015999999997,146.24409599999998,115.53283583999999
12,Galvanized Steel,G90,24x48,19,0.0418,0.96,24.0,48.0,0.284,48.1536,13.675622399999998,164.1074688,157.54317004799998
9,Hot Rolled Steel,A36,24x48,16,0.0595,0.58,24.0,48.0,0.284,68.544,19.466495999999996,175.19846399999997,101.61510911999997
33,Brass,C360,36x72,20,0.0359,5.05,36.0,72.0,0.307,93.0528,28.5672096,942.7179168,4760.72547984
13,Brass,C360,48x120,14,0.0747,4.91,48.0,120.0,0.307,430.272,132.093504,1717.215552,8431.52836032
45,Hot Rolled Steel,A1011,72x144,19,0.0418,0.79,72.0,144.0,0.284,433.38239999999996,123.08060159999998,5538.627071999999,4375.51538688
31,Galvanized Steel,G90,48x72,16,0.0595,0.78,48.0,72.0,0.284,205.632,58.399488,1810.384128,1412.09961984
35,Aluminum,5052-H32,72x144,23,0.0269,3.22,72.0,144.0,0.098,278.8992,27.3321216,956.6242560000001,3080.3301043200004
5,Brass,C360,36x120,29,0.0135,5.02,36.0,120.0,0.307,58.32,17.90424,89.52120000000001,449.396424
39,Galvanized Steel,G90,48x120,24,0.0239,0.77,48.0,120.0,0.284,137.66400000000002,39.096576,1524.766464,1174.07017728
22,Copper,C110,48x144,23,0.0269,5.18,48.0,144.0,0.321,185.93280000000001,59.684428800000006,1313.0574336000002,6801.637506048
18,Cold Rolled Steel,A1008,36x72,23,0.0269,0.55,36.0,72.0,0.284,69.7248,19.8018432,356.4331776,196.03824768000004
44,Aluminum,3003-H14,36x72,24,0.0239,2.32,36.0,72.0,0.098,61.948800000000006,6.070982400000001,267.12322560000007,619.7258833920001
3,Copper,C122,48x120,12,0.1046,5.77,48.0,120.0,0.321,602.496,193.401216,580.203648,3347.77504896
47,Aluminized Steel,Type 1,72x144,18,0.0478,1.1,72.0,144.0,0.284,495.59040000000005,140.7476736,6615.1406592,7276.654725120001
47,Hot Rolled Steel,A1011,36x96,18,0.0478,0.8,36.0,96.0,0.284,165.1968,46.9158912,2205.0468864,1764.03750912
10,Copper,C122,36x96,26,0.0179,5.41,36.0,96.0,0.321,61.862399999999994,19.857830399999997,198.57830399999997,1074.3086246399998
1,Cold Rolled Steel,A1008,36x120,16,0.0595,0.82,36.0,120.0,0.284,257.03999999999996,72.99935999999998,72.99935999999998,59.859475199999984
32,Aluminum,5052-H32,60x144,14,0.0747,2.83,60.0,144.0,0.098,645.408,63.249984000000005,2023.9994880000002,5727.91855104
3,Galvanized Steel,G90,36x120,29,0.0135,0.79,36.0,120.0,0.284,58.32,16.56288,49.68864,39.2540256
37,Aluminized Steel,Type 1,24x48,19,0.0418,1.03,24.0,48.0,0.284,48.1536,13.675622399999998,505.99802879999993,521.177969664
42,Hot Rolled Steel,A36,24x48,10,0.1345,0.75,24.0,48.0,0.284,154.94400000000002,44.004096000000004,1848.1720320000002,1386.129024
23,Galvanized Steel,G60,36x120,12,0.1046,0.69,36.0,120.0,0.284,451.872,128.331648,2951.627904,2036.62325376
34,Copper,C110,48x96,20,0.0359,5.57,48.0,96.0,0.321,165.4272,53.1021312,1805.4724608000001,10056.481606656002
13,Aluminized Steel,Type 1,60x120,17,0.056,1.04,60.0,120.0,0.284,403.2,114.50879999999998,1488.6143999999997,1548.1589759999997
15,Copper,C122,60x120,27,0.0164,5.71,60.0,120.0,0.321,118.08000000000001,37.90368,568.5552,3246.4501920000002
49,Stainless Steel,316L,36x72,24,0.0239,4.03,36.0,72.0,0.289,61.948800000000006,17.9032032,877.2569568,3535.3455359040004
42,Hot Rolled Steel,A1011,60x120,18,0.0478,0.82,60.0,120.0,0.284,344.16,97.74144,4105.14048,3366.2151936
24,Hot Rolled Steel,A36,48x120,11,0.1196,0.56,48.0,120.0,0.284,688.896,195.64646399999998,4695.515136,2629.48847616
17,Aluminum,5052-H32,60x120,27,0.0164,2.32,60.0,120.0,0.098,118.08000000000001,11.571840000000002,196.72128000000004,456.3933696
20,Cold Rolled Steel,A366,48x96,22,0.0299,0.78,48.0,96.0,0.284,137.7792,39.129292799999995,782.5858559999999,610.41696768
12,Aluminized Steel,Type 1,36x96,25,0.0209,0.88,36.0,96.0,0.284,72.23039999999999,20.513433599999995,246.16120319999993,216.62185881599993
6,Aluminum,3003-H14,60x144,22,0.0299,3.04,60.0,144.0,0.098,258.336,25.316928,151.901568,461.78076672
12,Copper,C122,60x144,26,0.0179,5.75,60.0,144.0,0.321,154.656,49.644576,595.734912,3425.475744
15,Aluminum,3003-H14,48x120,26,0.0179,2.84,48.0,120.0,0.098,103.104,10.104192000000001,151.56288,430.4385792
35,Aluminized Steel,Type 2,72x144,16,0.0595,1.11,72.0,144.0,0.284,616.896,175.19846399999997,6131.946239999999,6806.4603264
49,Stainless Steel,304 2B,36x96,16,0.0595,3.17,36.0,96.0,0.289,205.632,59.427648,2911.954752,9230.89656384
23,Hot Rolled Steel,A1011,48x96,22,0.0299,0.74,48.0,96.0,0.284,137.7792,39.129292799999995,899.9737343999999,665.9805634559999
28,Aluminum,6061-T6,60x120,11,0.1196,1.83,60.0,120.0,0.098,861.12,84.38976000000001,2362.91328,4324.131302400001
16,Galvanized Steel,G60,36x96,12,0.1046,0.68,36.0,96.0,0.284,361.4976,102.66531839999999,1642.6450943999998,1116.998664192
20,Aluminized Steel,Type 1,60x120,27,0.0164,0.94,60.0,120.0,0.284,118.08000000000001,33.53472,670.6944,630.452736
12,Copper,C122,36x96,12,0.1046,5.76,36.0,96.0,0.321,361.4976,116.04072959999999,1392.4887552,8020.735229952
12,Galvanized Steel,G60,60x144,17,0.056,0.97,60.0,144.0,0.284,483.84000000000003,137.41056,1648.92672,1599.4589184
44,Cold Rolled Steel,A1008,60x120,19,0.0418,0.52,60.0,120.0,0.284,300.96,85.47263999999998,3760.7961599999994,1955.6140031999998
23,Aluminized Steel,Type 1,24x48,20,0.0359,1.17,24.0,48.0,0.284,41.3568,11.745331199999999,270.1426176,316.06686259199995
25,Cold Rolled Steel,A366,48x144,25,0.0209,0.51,48.0,144.0,0.284,144.46079999999998,41.02686719999999,1025.6716799999997,523.0925567999999
18,Hot Rolled Steel,A36,72x144,22,0.0299,0.78,72.0,144.0,0.284,310.0032,88.0409088,1584.7363584,1236.094359552
7,Galvanized Steel,G60,24x48,23,0.0269,0.7,24.0,48.0,0.284,30.9888,8.8008192,61.605734399999996,43.124014079999995
5,Aluminum,3003-H14,72x144,21,0.0329,2.06,72.0,144.0,0.098,341.1072,33.4285056,167.142528,344.31360768
13,Galvanized Steel,G60,48x144,11,0.1196,0.66,48.0,144.0,0.284,826.6752,234.77575679999998,3052.0848383999996,2014.3759933439999
19,Aluminized Steel,Type 2,36x96,28,0.0149,1.13,36.0,96.0,0.284,51.4944,14.624409599999998,277.8637824,313.986074112
17,Aluminum,3003-H14,36x120,16,0.0595,2.67,36.0,120.0,0.098,257.03999999999996,25.189919999999997,428.2286399999999,1143.3704687999998
17,Aluminum,5052-H32,60x144,17,0.056,3.23,60.0,144.0,0.098,483.84000000000003,47.416320000000006,806.0774400000001,2603.6301312000005
29,Brass,C260,36x96,25,0.0209,5.13,36.0,96.0,0.307,72.23039999999999,22.174732799999997,643.0672511999999,3298.934998655999
35,Brass,C260,36x96,10,0.1345,4.39,36.0,96.0,0.307,464.83200000000005,142.703424,4994.61984,21926.3810976
29,Cold Rolled Steel,A366,72x144,23,0.0269,0.47,72.0,144.0,0.284,278.8992,79.2073728,2297.0138112,1079.596491264
4,Stainless Steel,304 #4 Finish,72x144,16,0.0595,3.74,72.0,144.0,0.289,616.896,178.282944,713.131776,2667.1128422399997
4,Cold Rolled Steel,A1008,48x120,27,0.0164,0.52,48.0,120.0,0.284,94.46400000000001,26.827776,107.311104,55.80177408
40,Cold Rolled Steel,A1008,60x120,20,0.0359,0.76,60.0,120.0,0.284,258.48,73.40832,2936.3328,2231.612928
12,Aluminum,3003-H14,24x48,22,0.0299,2.13,24.0,48.0,0.098,34.4448,3.3755904,40.5070848,86.280090624
3,Stainless Steel,304 2B,60x120,17,0.056,3.18,60.0,120.0,0.289,403.2,116.52479999999998,349.57439999999997,1111.646592
23,Aluminized Steel,Type 1,48x72,10,0.1345,1.16,48.0,72.0,0.284,464.83200000000005,132.012288,3036.2826240000004,3522.08784384
3,Brass,C260,60x144,24,0.0239,4.89,60.0,144.0,0.307,206.496,63.394272,190.182816,929.99397024
32,Copper,C110,24x48,28,0.0149,5.64,24.0,48.0,0.321,17.1648,5.5099008,176.3168256,994.4268963839999
49,Cold Rolled Steel,A1008,60x120,22,0.0299,0.55,60.0,120.0,0.284,215.28,61.13952,2995.83648,1647.710064
23,Hot Rolled Steel,A1011,60x144,17,0.056,0.86,60.0,144.0,0.284,483.84000000000003,137.41056,3160.44288,2717.9808768
25,Hot Rolled Steel,A1011,24x48,17,0.056,0.83,24.0,48.0,0.284,64.512,18.321407999999998,458.0352,380.16921599999995
47,Galvanized Steel,G90,48x120,10,0.1345,0.94,48.0,120.0,0.284,774.72,220.02048,10340.96256,9720.5048064
11,Cold Rolled Steel,A366,24x48,22,0.0299,0.66,24.0,48.0,0.284,34.4448,9.782323199999999,107.60555519999998,71.019666432
22,Copper,C122,72x144,16,0.0595,5.84,72.0,144.0,0.321,616.896,198.023616,4356.519552,25442.074183679997
11,Hot Rolled Steel,A36,36x72,28,0.0149,0.65,36.0,72.0,0.284,38.6208,10.9683072,120.6513792,78.42339648
26,Copper,C122,36x120,21,0.0329,5.27,36.0,120.0,0.321,142.128,45.623087999999996,1186.200288,6251.275517759999
12,Brass,C360,48x120,23,0.0269,4.93,48.0,120.0,0.307,154.944,47.56780799999999,570.8136959999999,2814.1115212799996
49,Hot Rolled Steel,A36,36x120,19,0.0418,0.64,36.0,120.0,0.284,180.576,51.28358399999999,2512.8956159999993,1608.2531942399996
41,Hot Rolled Steel,A36,48x72,28,0.0149,0.58,48.0,72.0,0.284,51.4944,14.624409599999998,599.6007936,347.76846028799997
10,Galvanized Steel,G90,60x120,11,0.1196,0.81,60.0,120.0,0.284,861.12,244.55808,2445.5807999999997,1980.9204479999999
4,Aluminum,3003-H14,36x72,28,0.0149,2.77,36.0,72.0,0.098,38.6208,3.7848384000000004,15.139353600000002,41.936009472
43,Copper,C110,36x72,12,0.1046,5.49,36.0,72.0,0.321,271.1232,87.0305472,3742.3135296,20545.301277504
50,Aluminized Steel,Type 1,60x120,29,0.0135,1.1,60.0,120.0,0.284,97.2,27.604799999999997,1380.2399999999998,1518.264
26,Cold Rolled Steel,A366,36x120,12,0.1046,0.67,36.0,120.0,0.284,451.872,128.331648,3336.622848,2235.53730816
27,Copper,C122,36x120,16,0.0595,5.84,36.0,120.0,0.321,257.03999999999996,82.50984,2227.76568,13010.1515712
1,Hot Rolled Steel,A36,48x144,28,0.0149,0.64,48.0,144.0,0.284,102.9888,29.248819199999996,29.248819199999996,18.719244288
40,Copper,C110,72x144,14,0.0747,5.25,72.0,144.0,0.321,774.4896,248.6111616,9944.446464,52208.343936000005
2,Galvanized Steel,G60,36x96,11,0.1196,0.81,36.0,96.0,0.284,413.3376,117.38787839999999,234.77575679999998,190.168363008
8,Cold Rolled Steel,A1008,48x96,17,0.056,0.56,48.0,96.0,0.284,258.048,73.28563199999999,586.2850559999999,328.31963136
48,Galvanized Steel,G60,48x96,10,0.1345,0.75,48.0,96.0,0.284,619.7760000000001,176.01638400000002,8448.786432,6336.589824000001
2,Aluminum,3003-H14,36x72,22,0.0299,3.15,36.0,72.0,0.098,77.5008,7.5950784,15.1901568,47.84899392
7,Aluminized Steel,Type 2,48x144,17,0.056,1.11,48.0,144.0,0.284,387.072,109.92844799999999,769.4991359999999,854.14404096
20,Aluminized Steel,Type 2,36x120,12,0.1046,0.98,36.0,120.0,0.284,451.872,128.331648,2566.63296,2515.3003008
7,Hot Rolled Steel,A36,24x48,14,0.0747,0.55,24.0,48.0,0.284,86.0544,24.4394496,171.0761472,94.09188096000001
40,Aluminized Steel,Type 2,36x96,18,0.0478,1.23,36.0,96.0,0.284,165.1968,46.9158912,1876.635648,2308.26184704
20,Hot Rolled Steel,A1011,24x48,12,0.1046,0.61,24.0,48.0,0.284,120.4992,34.2217728,684.4354559999999,417.50562815999996
47,Copper,C122,60x144,22,0.0299,5.24,60.0,144.0,0.321,258.336,82.92585600000001,3897.5152320000007,20422.979815680003
4,Cold Rolled Steel,A366,36x96,11,0.1196,0.54,36.0,96.0,0.284,413.3376,117.38787839999999,469.55151359999996,253.557817344
37,Cold Rolled Steel,A366,48x120,17,0.056,0.53,48.0,120.0,0.284,322.56,91.60704,3389.4604799999997,1796.4140544
17,Cold Rolled Steel,A1008,36x120,10,0.1345,0.8,36.0,120.0,0.284,581.0400000000001,165.01536000000002,2805.26112,2244.208896
7,Brass,C260,60x144,21,0.0329,5.17,60.0,144.0,0.307,284.256,87.26659199999999,610.866144,3158.17796448
17,Hot Rolled Steel,A1011,60x120,20,0.0359,0.89,60.0,120.0,0.284,258.48,73.40832,1247.94144,1110.6678816
37,Cold Rolled Steel,A1008,48x120,16,0.0595,0.62,48.0,120.0,0.284,342.71999999999997,97.33247999999999,3601.30176,2232.8070912
31,Galvanized Steel,G90,72x144,27,0.0164,1.01,72.0,144.0,0.284,170.0352,48.2899968,1496.9899008,1511.959799808
48,Stainless Steel,304 #4 Finish,36x72,12,0.1046,4.01,36.0,72.0,0.289,271.1232,78.35460479999999,3761.0210303999993,15081.694331903996
13,Aluminum,5052-H32,36x120,28,0.0149,2.16,36.0,120.0,0.098,64.368,6.308064,82.004832,177.13043712
30,Aluminum,6061-T6,60x144,21,0.0329,2.82,60.0,144.0,0.098,284.256,27.857087999999997,835.71264,2356.7096447999998
2,Stainless Steel,316L,48x72,16,0.0595,3.55,48.0,72.0,0.289,205.632,59.427648,118.855296,421.93630079999997
8,Cold Rolled Steel,A366,36x96,22,0.0299,0.64,36.0,96.0,0.284,103.3344,29.346969599999998,234.77575679999998,150.256484352
11,Copper,C110,72x144,24,0.0239,4.68,72.0,144.0,0.321,247.79520000000002,79.5422592,874.9648512,4094.8355036159996
42,Copper,C122,36x96,27,0.0164,4.65,36.0,96.0,0.321,56.6784,18.1937664,764.1381888000001,3553.2425779200007
44,Aluminized Steel,Type 2,48x144,27,0.0164,0.94,48.0,144.0,0.284,113.3568,32.193331199999996,1416.5065727999997,1331.5161784319996
15,Copper,C110,48x96,21,0.0329,4.6,48.0,96.0,0.321,151.6032,48.6646272,729.9694079999999,3357.8592767999994
46,Aluminized Steel,Type 1,72x144,12,0.1046,1.13,72.0,144.0,0.284,1084.4928,307.99595519999997,14167.8139392,16009.629751295997
45,Aluminized Steel,Type 2,36x120,27,0.0164,0.86,36.0,120.0,0.284,70.848,20.120831999999996,905.4374399999998,778.6761983999999
17,Galvanized Steel,G90,60x144,24,0.0239,0.65,60.0,144.0,0.284,206.496,58.644864,996.962688,648.0257472
49,Galvanized Steel,G60,48x144,25,0.0209,0.67,48.0,144.0,0.284,144.46079999999998,41.02686719999999,2010.3164927999997,1346.9120501759999
2,Aluminized Steel,Type 2,48x96,12,0.1046,0.89,48.0,96.0,0.284,481.9968,136.8870912,273.7741824,243.659022336
11,Cold Rolled Steel,A1008,24x48,23,0.0269,0.47,24.0,48.0,0.284,30.9888,8.8008192,96.80901119999999,45.50023526399999
30,Hot Rolled Steel,A1011,24x48,11,0.1196,0.62,24.0,48.0,0.284,137.7792,39.129292799999995,1173.8787839999998,727.8048460799998
43,Brass,C360,72x144,17,0.056,3.8,72.0,144.0,0.307,580.6080000000001,178.24665600000003,7664.606208000001,29125.503590400003
19,Copper,C122,72x144,20,0.0359,4.98,72.0,144.0,0.321,372.2112,119.47979520000001,2270.1161088000003,11305.178221824002
23,Aluminized Steel,Type 1,36x120,19,0.0418,1.23,36.0,120.0,0.284,180.576,51.28358399999999,1179.5224319999998,1450.8125913599997
49,Hot Rolled Steel,A1011,48x144,11,0.1196,0.65,48.0,144.0,0.284,826.6752,234.77575679999998,11504.0120832,7477.60785408
40,Aluminum,5052-H32,48x120,10,0.1345,2.85,48.0,120.0,0.098,774.72,75.92256,3036.9024,8655.17184
23,Aluminized Steel,Type 1,72x144,28,0.0149,1.11,72.0,144.0,0.284,154.4832,43.8732288,1009.0842624,1120.083531264
6,Copper,C110,60x144,29,0.0135,5.03,60.0,144.0,0.321,116.64,37.44144,224.64864,1129.9826592000002
32,Aluminum,3003-H14,60x120,16,0.0595,3.28,60.0,120.0,0.098,428.4,41.9832,1343.4624,4406.556672
17,Aluminum,6061-T6,60x120,21,0.0329,1.89,60.0,120.0,0.098,236.88,23.21424,394.64208,745.8735312
36,Brass,C260,36x72,19,0.0418,4.44,36.0,72.0,0.307,108.34559999999999,33.262099199999994,1197.4355711999997,5316.613936127999
35,Cold Rolled Steel,A366,48x120,19,0.0418,0.62,48.0,120.0,0.284,240.76799999999997,68.37811199999999,2393.2339199999997,1483.8050303999999
42,Brass,C360,48x144,26,0.0179,3.97,48.0,144.0,0.307,123.72479999999999,37.983513599999995,1595.3075711999998,6333.371057664
19,Brass,C360,72x144,21,0.0329,4.96,72.0,144.0,0.307,341.1072,104.71991039999999,1989.6782975999997,9868.804356095998
17,Aluminum,3003-H14,36x96,18,0.0478,3.07,36.0,96.0,0.098,165.1968,16.1892864,275.2178688,844.918857216
20,Aluminized Steel,Type 2,60x144,28,0.0149,0.91,60.0,144.0,0.284,128.736,36.561023999999996,731.22048,665.4106368
35,Galvanized Steel,G60,36x96,27,0.0164,0.74,36.0,96.0,0.284,56.6784,16.096665599999998,563.383296,416.90363904
47,Cold Rolled Steel,A366,48x96,19,0.0418,0.71,48.0,96.0,0.284,192.6144,54.70248959999999,2571.0170111999996,1825.4220779519997
28,Brass,C360,48x96,28,0.0149,5.1,48.0,96.0,0.307,68.6592,21.078374399999998,590.1944831999999,3009.9918643199994
30,Cold Rolled Steel,A366,36x96,26,0.0179,0.61,36.0,96.0,0.284,61.862399999999994,17.568921599999996,527.0676479999998,321.5112652799999
43,Brass,C360,48x144,19,0.0418,4.71,48.0,144.0,0.307,288.92159999999996,88.69893119999999,3814.0540415999994,17964.194535935996
17,Brass,C360,48x72,24,0.0239,4.76,48.0,72.0,0.307,82.5984,25.357708799999997,431.0810496,2051.945796096
28,Stainless Steel,316L,36x120,23,0.0269,3.49,36.0,120.0,0.289,116.208,33.584112,940.3551359999999,3281.83942464
37,Aluminized Steel,Type 1,36x120,19,0.0418,1.15,36.0,120.0,0.284,180.576,51.28358399999999,1897.4926079999996,2182.1164991999995
7,Stainless Steel,316L,48x96,11,0.1196,3.63,48.0,96.0,0.289,551.1168,159.2727552,1114.9092864,4047.1207096319995
24,Brass,C360,72x144,20,0.0359,4.35,72.0,144.0,0.307,372.2112,114.2688384,2742.4521216000003,11929.666728960001
13,Galvanized Steel,G60,36x120,18,0.0478,0.94,36.0,120.0,0.284,206.496,58.644864,762.383232,716.64023808
44,Cold Rolled Steel,A1008,48x144,10,0.1345,0.71,48.0,144.0,0.284,929.6640000000001,264.024576,11617.081344000002,8248.12775424
19,Aluminum,6061-T6,72x144,18,0.0478,2.64,72.0,144.0,0.098,495.59040000000005,48.56785920000001,922.7893248000001,2436.1638174720006
35,Aluminum,3003-H14,48x96,11,0.1196,2.61,48.0,96.0,0.098,551.1168,54.0094464,1890.3306240000002,4933.762928640001
22,Galvanized Steel,G90,48x72,21,0.0329,0.7,48.0,72.0,0.284,113.7024,32.2914816,710.4125951999999,497.28881663999994
39,Stainless Steel,304 2B,48x120,29,0.0135,2.84,48.0,120.0,0.289,77.76,22.47264,876.43296,2489.0696064
