Quantity,Material,Grade,Stock Length (in),Cost per Stock Length (USD),Weight (lbs/ft),Total Length (ft),Total Weight (lb),Cost Per lb (USD),Total Cost
50,C8x11.5 Channel,ASTM A36,240,220,11.5,1000.0,11500.0,0.9565217391304348,11000
34,L3x3x1/4 Angle,ASTM A500 Grade B,480,160,3.0,1360.0,4080.0,1.3333333333333333,5440
38,L8x8x3/8 Angle,ASTM A709 Grade 50,240,190,8.0,760.0,6080.0,1.1875,7220
1,L3x3x1/4 Angle,ASTM A500 Grade C,480,160,3.0,40.0,120.0,1.3333333333333333,160
5,HSS4x4x1/4 Hollow Structural Section,ASTM A992,240,280,4.0,100.0,400.0,3.5,1400
14,W10x30 Wide Flange Beam,ASTM A500 Grade B,120,400,30.0,140.0,4200.0,1.3333333333333333,5600
41,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,240,550,8.0,820.0,6560.0,3.4375,22550
13,HSS6x6x3/8 Hollow Structural Section,ASTM A36,480,720,6.0,520.0,3120.0,3.0,9360
40,L6x6x1/2 Angle,ASTM A588,480,320,6.0,1600.0,9600.0,1.3333333333333333,12800
34,W10x22 Wide Flange Beam,ASTM A588,480,800,22.0,1360.0,29920.0,0.9090909090909091,27200
35,W10x22 Wide Flange Beam,ASTM A500 Grade C,240,450,22.0,700.0,15400.0,1.0227272727272727,15750
32,HSS8x8x1/2 Hollow Structural Section,ASTM A36,240,550,8.0,640.0,5120.0,3.4375,17600
27,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,240,550,8.0,540.0,4320.0,3.4375,14850
18,C4x7.5 Channel,ASTM A500 Grade B,240,160,7.5,360.0,2700.0,1.0666666666666667,2880
3,C10x15.3 Channel,ASTM A500 Grade C,480,500,15.3,120.0,1836.0,0.8169934640522876,1500
37,C10x15.3 Channel,ASTM A572 Grade 60,480,500,15.3,1480.0,22644.0,0.8169934640522876,18500
41,C8x11.5 Channel,ASTM A588,480,400,11.5,1640.0,18860.0,0.8695652173913043,16400
40,W10x22 Wide Flange Beam,ASTM A572 Grade 60,240,450,22.0,800.0,17600.0,1.0227272727272727,18000
2,C8x11.5 Channel,ASTM A709 Grade 50,240,220,11.5,40.0,460.0,0.9565217391304348,440
49,C4x7.5 Channel,ASTM A992,480,300,7.5,1960.0,14700.0,1.0,14700
45,W10x22 Wide Flange Beam,ASTM A572 Grade 60,120,250,22.0,450.0,9900.0,1.1363636363636365,11250
42,W6x12 Wide Flange Beam,ASTM A572 Grade 60,480,600,12.0,1680.0,20160.0,1.25,25200
44,W10x22 Wide Flange Beam,ASTM A572 Grade 60,120,250,22.0,440.0,9680.0,1.1363636363636365,11000
13,HSS4x4x1/4 Hollow Structural Section,ASTM A588,480,540,4.0,520.0,2080.0,3.375,7020
4,C12x20 Channel,ASTM A500 Grade C,120,100,20.0,40.0,800.0,0.5,400
7,W14x30 Wide Flange Beam,ASTM A992,240,650,30.0,140.0,4200.0,1.0833333333333333,4550
7,L4x4x1/4 Angle,ASTM A500 Grade B,240,120,4.0,140.0,560.0,1.5,840
12,W12x50 Wide Flange Beam,ASTM A992,240,650,50.0,240.0,12000.0,0.65,7800
19,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,480,650,5.0,760.0,3800.0,3.25,12350
18,W12x50 Wide Flange Beam,ASTM A500 Grade C,120,350,50.0,180.0,9000.0,0.7,6300
21,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,120,300,8.0,210.0,1680.0,3.75,6300
4,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,480,540,4.0,160.0,640.0,3.375,2160
39,C8x18 Channel,ASTM A709 Grade 50,120,110,18.0,390.0,7020.0,0.6111111111111112,4290
14,C8x18 Channel,ASTM A588,240,210,18.0,280.0,5040.0,0.5833333333333334,2940
16,C8x18 Channel,ASTM A572 Grade 50,240,210,18.0,320.0,5760.0,0.5833333333333334,3360
18,L8x8x3/8 Angle,ASTM A588,480,380,8.0,720.0,5760.0,1.1875,6840
40,W10x22 Wide Flange Beam,ASTM A992,240,450,22.0,800.0,17600.0,1.0227272727272727,18000
23,L6x6x1/2 Angle,ASTM A588,480,320,6.0,920.0,5520.0,1.3333333333333333,7360
13,HSS4x4x1/4 Hollow Structural Section,ASTM A992,480,540,4.0,520.0,2080.0,3.375,7020
16,W10x30 Wide Flange Beam,ASTM A572 Grade 50,480,1400,30.0,640.0,19200.0,1.1666666666666667,22400
36,W8x18 Wide Flange Beam,ASTM A709 Grade 50,480,650,18.0,1440.0,25920.0,0.9027777777777778,23400
26,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,480,720,6.0,1040.0,6240.0,3.0,18720
21,W10x30 Wide Flange Beam,ASTM A588,240,750,30.0,420.0,12600.0,1.25,15750
25,C12x20 Channel,ASTM A500 Grade B,480,380,20.0,1000.0,20000.0,0.475,9500
44,C10x15.3 Channel,ASTM A500 Grade B,240,270,15.3,880.0,13464.0,0.8823529411764706,11880
41,L6x6x1/2 Angle,ASTM A992,120,80,6.0,410.0,2460.0,1.3333333333333333,3280
21,L6x6x1/2 Angle,ASTM A709 Grade 50,120,80,6.0,210.0,1260.0,1.3333333333333333,1680
9,C8x18 Channel,ASTM A709 Grade 50,120,110,18.0,90.0,1620.0,0.6111111111111112,990
22,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade B,120,180,5.0,220.0,1100.0,3.6,3960
35,W10x22 Wide Flange Beam,ASTM A500 Grade C,480,800,22.0,1400.0,30800.0,0.9090909090909091,28000
22,HSS4x4x1/4 Hollow Structural Section,ASTM A36,120,150,4.0,220.0,880.0,3.75,3300
31,C8x11.5 Channel,ASTM A572 Grade 50,240,220,11.5,620.0,7130.0,0.9565217391304348,6820
32,C10x25 Channel,ASTM A588,120,130,25.0,320.0,8000.0,0.52,4160
45,C4x7.5 Channel,ASTM A500 Grade B,480,300,7.5,1800.0,13500.0,1.0,13500
10,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,480,540,4.0,400.0,1600.0,3.375,5400
49,L3x3x1/4 Angle,ASTM A992,480,160,3.0,1960.0,5880.0,1.3333333333333333,7840
29,L6x6x1/2 Angle,ASTM A709 Grade 50,240,160,6.0,580.0,3480.0,1.3333333333333333,4640
2,C10x15.3 Channel,ASTM A36,480,500,15.3,80.0,1224.0,0.8169934640522876,1000
47,W6x12 Wide Flange Beam,ASTM A992,480,600,12.0,1880.0,22560.0,1.25,28200
27,C8x11.5 Channel,ASTM A572 Grade 60,120,120,11.5,270.0,3105.0,1.0434782608695652,3240
23,C12x20 Channel,ASTM A992,240,200,20.0,460.0,9200.0,0.5,4600
29,L3x3x1/4 Angle,ASTM A572 Grade 60,120,40,3.0,290.0,870.0,1.3333333333333333,1160
1,L6x6x1/2 Angle,ASTM A709 Grade 50,120,80,6.0,10.0,60.0,1.3333333333333333,80
20,L3x3x1/4 Angle,ASTM A572 Grade 60,240,80,3.0,400.0,1200.0,1.3333333333333333,1600
49,C8x18 Channel,ASTM A588,240,210,18.0,980.0,17640.0,0.5833333333333334,10290
3,W6x12 Wide Flange Beam,ASTM A500 Grade C,480,600,12.0,120.0,1440.0,1.25,1800
47,C4x7.5 Channel,ASTM A588,120,90,7.5,470.0,3525.0,1.2,4230
3,HSS5x5x1/4 Hollow Structural Section,ASTM A992,120,180,5.0,30.0,150.0,3.6,540
5,W12x50 Wide Flange Beam,ASTM A572 Grade 60,120,350,50.0,50.0,2500.0,0.7,1750
10,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,120,150,4.0,100.0,400.0,3.75,1500
21,W6x12 Wide Flange Beam,ASTM A588,240,320,12.0,420.0,5040.0,1.3333333333333333,6720
1,C8x11.5 Channel,ASTM A572 Grade 60,480,400,11.5,40.0,460.0,0.8695652173913043,400
42,W8x18 Wide Flange Beam,ASTM A572 Grade 50,480,650,18.0,1680.0,30240.0,0.9027777777777778,27300
9,W6x12 Wide Flange Beam,ASTM A572 Grade 60,240,320,12.0,180.0,2160.0,1.3333333333333333,2880
33,L3x3x1/4 Angle,ASTM A709 Grade 50,120,40,3.0,330.0,990.0,1.3333333333333333,1320
9,L6x6x1/2 Angle,ASTM A588,480,320,6.0,360.0,2160.0,1.3333333333333333,2880
21,W10x30 Wide Flange Beam,ASTM A709 Grade 50,480,1400,30.0,840.0,25200.0,1.1666666666666667,29400
16,C12x20 Channel,ASTM A588,480,380,20.0,640.0,12800.0,0.475,6080
47,W6x12 Wide Flange Beam,ASTM A36,480,600,12.0,1880.0,22560.0,1.25,28200
48,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,480.0,7344.0,0.9803921568627451,7200
1,L4x4x1/4 Angle,ASTM A992,240,120,4.0,20.0,80.0,1.5,120
45,HSS6x6x3/8 Hollow Structural Section,ASTM A992,240,380,6.0,900.0,5400.0,3.1666666666666665,17100
23,HSS5x5x1/4 Hollow Structural Section,ASTM A588,120,180,5.0,230.0,1150.0,3.6,4140
39,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,1560.0,9360.0,1.3333333333333333,12480
30,L8x8x3/8 Angle,ASTM A588,120,100,8.0,300.0,2400.0,1.25,3000
27,W10x30 Wide Flange Beam,ASTM A992,240,750,30.0,540.0,16200.0,1.25,20250
25,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,240,550,8.0,500.0,4000.0,3.4375,13750
30,W12x50 Wide Flange Beam,ASTM A709 Grade 50,120,350,50.0,300.0,15000.0,0.7,10500
39,L6x6x1/2 Angle,ASTM A992,120,80,6.0,390.0,2340.0,1.3333333333333333,3120
33,L3x3x1/4 Angle,ASTM A572 Grade 50,240,80,3.0,660.0,1980.0,1.3333333333333333,2640
44,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,1760.0,52800.0,1.0,52800
48,C4x7.5 Channel,ASTM A709 Grade 50,480,300,7.5,1920.0,14400.0,1.0,14400
19,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,760.0,13680.0,0.9027777777777778,12350
16,W10x30 Wide Flange Beam,ASTM A500 Grade B,240,750,30.0,320.0,9600.0,1.25,12000
49,W10x30 Wide Flange Beam,ASTM A500 Grade C,480,1400,30.0,1960.0,58800.0,1.1666666666666667,68600
36,W8x18 Wide Flange Beam,ASTM A572 Grade 50,480,650,18.0,1440.0,25920.0,0.9027777777777778,23400
38,L6x6x1/2 Angle,ASTM A36,120,80,6.0,380.0,2280.0,1.3333333333333333,3040
9,L8x8x3/8 Angle,ASTM A588,240,190,8.0,180.0,1440.0,1.1875,1710
25,C10x15.3 Channel,ASTM A36,120,150,15.3,250.0,3825.0,0.9803921568627451,3750
39,C8x18 Channel,ASTM A992,120,110,18.0,390.0,7020.0,0.6111111111111112,4290
12,C4x7.5 Channel,ASTM A588,120,90,7.5,120.0,900.0,1.2,1080
6,C8x18 Channel,ASTM A588,240,210,18.0,120.0,2160.0,0.5833333333333334,1260
3,HSS6x6x3/8 Hollow Structural Section,ASTM A992,240,380,6.0,60.0,360.0,3.1666666666666665,1140
28,L3x3x1/4 Angle,ASTM A500 Grade B,480,160,3.0,1120.0,3360.0,1.3333333333333333,4480
20,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,350,5.0,400.0,2000.0,3.5,7000
28,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,480,1000,8.0,1120.0,8960.0,3.125,28000
15,HSS4x4x1/4 Hollow Structural Section,ASTM A992,240,280,4.0,300.0,1200.0,3.5,4200
19,W10x30 Wide Flange Beam,ASTM A709 Grade 50,240,750,30.0,380.0,11400.0,1.25,14250
9,C12x20 Channel,ASTM A500 Grade B,480,380,20.0,360.0,7200.0,0.475,3420
20,W12x50 Wide Flange Beam,ASTM A572 Grade 50,240,650,50.0,400.0,20000.0,0.65,13000
43,W10x22 Wide Flange Beam,ASTM A36,480,800,22.0,1720.0,37840.0,0.9090909090909091,34400
34,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,1360.0,8160.0,1.3333333333333333,10880
46,W10x22 Wide Flange Beam,ASTM A588,240,450,22.0,920.0,20240.0,1.0227272727272727,20700
31,W10x30 Wide Flange Beam,ASTM A572 Grade 60,480,1400,30.0,1240.0,37200.0,1.1666666666666667,43400
33,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,1320.0,39600.0,1.0,39600
2,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,80.0,1600.0,0.475,760
23,L8x8x3/8 Angle,ASTM A36,480,380,8.0,920.0,7360.0,1.1875,8740
48,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,480.0,10560.0,1.1363636363636365,12000
50,HSS5x5x1/4 Hollow Structural Section,ASTM A36,480,650,5.0,2000.0,10000.0,3.25,32500
31,L8x8x3/8 Angle,ASTM A992,120,100,8.0,310.0,2480.0,1.25,3100
40,L8x8x3/8 Angle,ASTM A572 Grade 60,240,190,8.0,800.0,6400.0,1.1875,7600
39,W10x30 Wide Flange Beam,ASTM A500 Grade B,120,400,30.0,390.0,11700.0,1.3333333333333333,15600
45,L6x6x1/2 Angle,ASTM A500 Grade C,480,320,6.0,1800.0,10800.0,1.3333333333333333,14400
35,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,1400.0,28000.0,0.475,13300
28,C10x15.3 Channel,ASTM A588,120,150,15.3,280.0,4284.0,0.9803921568627451,4200
33,C8x18 Channel,ASTM A500 Grade C,240,210,18.0,660.0,11880.0,0.5833333333333334,6930
46,L4x4x1/4 Angle,ASTM A500 Grade B,120,60,4.0,460.0,1840.0,1.5,2760
44,C12x20 Channel,ASTM A992,480,380,20.0,1760.0,35200.0,0.475,16720
7,HSS8x8x1/2 Hollow Structural Section,ASTM A36,480,1000,8.0,280.0,2240.0,3.125,7000
41,L6x6x1/2 Angle,ASTM A500 Grade C,120,80,6.0,410.0,2460.0,1.3333333333333333,3280
47,W6x12 Wide Flange Beam,ASTM A500 Grade B,480,600,12.0,1880.0,22560.0,1.25,28200
27,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,540.0,10800.0,0.5,5400
24,L4x4x1/4 Angle,ASTM A588,480,240,4.0,960.0,3840.0,1.5,5760
49,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,980.0,5880.0,3.1666666666666665,18620
40,L3x3x1/4 Angle,ASTM A709 Grade 50,480,160,3.0,1600.0,4800.0,1.3333333333333333,6400
33,L8x8x3/8 Angle,ASTM A709 Grade 50,480,380,8.0,1320.0,10560.0,1.1875,12540
8,W14x30 Wide Flange Beam,ASTM A992,480,1200,30.0,320.0,9600.0,1.0,9600
43,L4x4x1/4 Angle,ASTM A500 Grade B,480,240,4.0,1720.0,6880.0,1.5,10320
37,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,240,350,5.0,740.0,3700.0,3.5,12950
9,L4x4x1/4 Angle,ASTM A992,480,240,4.0,360.0,1440.0,1.5,2160
20,C10x15.3 Channel,ASTM A500 Grade C,240,270,15.3,400.0,6120.0,0.8823529411764706,5400
34,W8x18 Wide Flange Beam,ASTM A572 Grade 60,120,200,18.0,340.0,6120.0,1.1111111111111112,6800
12,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,240,280,4.0,240.0,960.0,3.5,3360
33,C8x18 Channel,ASTM A500 Grade B,120,110,18.0,330.0,5940.0,0.6111111111111112,3630
43,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,120,300,8.0,430.0,3440.0,3.75,12900
27,C8x11.5 Channel,ASTM A500 Grade C,480,400,11.5,1080.0,12420.0,0.8695652173913043,10800
13,W8x18 Wide Flange Beam,ASTM A36,240,350,18.0,260.0,4680.0,0.9722222222222222,4550
4,C10x25 Channel,ASTM A588,120,130,25.0,40.0,1000.0,0.52,520
32,C4x7.5 Channel,ASTM A992,240,160,7.5,640.0,4800.0,1.0666666666666667,5120
31,C8x11.5 Channel,ASTM A992,480,400,11.5,1240.0,14260.0,0.8695652173913043,12400
25,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,120,200,6.0,250.0,1500.0,3.3333333333333335,5000
26,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,260.0,780.0,1.3333333333333333,1040
24,HSS4x4x1/4 Hollow Structural Section,ASTM A36,120,150,4.0,240.0,960.0,3.75,3600
45,W10x22 Wide Flange Beam,ASTM A572 Grade 60,240,450,22.0,900.0,19800.0,1.0227272727272727,20250
30,W6x12 Wide Flange Beam,ASTM A709 Grade 50,240,320,12.0,600.0,7200.0,1.3333333333333333,9600
25,W8x18 Wide Flange Beam,ASTM A500 Grade C,480,650,18.0,1000.0,18000.0,0.9027777777777778,16250
17,L3x3x1/4 Angle,ASTM A500 Grade B,240,80,3.0,340.0,1020.0,1.3333333333333333,1360
50,W6x12 Wide Flange Beam,ASTM A572 Grade 50,240,320,12.0,1000.0,12000.0,1.3333333333333333,16000
21,C8x11.5 Channel,ASTM A572 Grade 50,240,220,11.5,420.0,4830.0,0.9565217391304348,4620
4,W6x12 Wide Flange Beam,ASTM A588,480,600,12.0,160.0,1920.0,1.25,2400
21,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,420.0,12600.0,1.0833333333333333,13650
26,C10x15.3 Channel,ASTM A500 Grade C,240,270,15.3,520.0,7956.0,0.8823529411764706,7020
19,L6x6x1/2 Angle,ASTM A36,480,320,6.0,760.0,4560.0,1.3333333333333333,6080
3,W8x18 Wide Flange Beam,ASTM A992,480,650,18.0,120.0,2160.0,0.9027777777777778,1950
20,W8x18 Wide Flange Beam,ASTM A572 Grade 50,120,200,18.0,200.0,3600.0,1.1111111111111112,4000
48,C8x18 Channel,ASTM A992,480,400,18.0,1920.0,34560.0,0.5555555555555556,19200
7,C8x11.5 Channel,ASTM A572 Grade 60,480,400,11.5,280.0,3220.0,0.8695652173913043,2800
42,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade B,240,350,5.0,840.0,4200.0,3.5,14700
24,W8x18 Wide Flange Beam,ASTM A500 Grade C,120,200,18.0,240.0,4320.0,1.1111111111111112,4800
6,W10x30 Wide Flange Beam,ASTM A500 Grade B,240,750,30.0,120.0,3600.0,1.25,4500
14,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,240,380,6.0,280.0,1680.0,3.1666666666666665,5320
22,C12x20 Channel,ASTM A709 Grade 50,120,100,20.0,220.0,4400.0,0.5,2200
18,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,120,300,8.0,180.0,1440.0,3.75,5400
1,C10x15.3 Channel,ASTM A572 Grade 60,480,500,15.3,40.0,612.0,0.8169934640522876,500
15,C12x20 Channel,ASTM A500 Grade B,120,100,20.0,150.0,3000.0,0.5,1500
18,L4x4x1/4 Angle,ASTM A500 Grade C,240,120,4.0,360.0,1440.0,1.5,2160
14,W8x18 Wide Flange Beam,ASTM A572 Grade 60,240,350,18.0,280.0,5040.0,0.9722222222222222,4900
16,W10x30 Wide Flange Beam,ASTM A709 Grade 50,480,1400,30.0,640.0,19200.0,1.1666666666666667,22400
44,W8x18 Wide Flange Beam,ASTM A500 Grade C,240,350,18.0,880.0,15840.0,0.9722222222222222,15400
37,C4x7.5 Channel,ASTM A500 Grade C,480,300,7.5,1480.0,11100.0,1.0,11100
27,C8x18 Channel,ASTM A572 Grade 60,480,400,18.0,1080.0,19440.0,0.5555555555555556,10800
46,C10x25 Channel,ASTM A588,240,250,25.0,920.0,23000.0,0.5,11500
8,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,160.0,800.0,3.5,2800
6,W8x18 Wide Flange Beam,ASTM A709 Grade 50,120,200,18.0,60.0,1080.0,1.1111111111111112,1200
36,C4x7.5 Channel,ASTM A709 Grade 50,480,300,7.5,1440.0,10800.0,1.0,10800
43,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,240,380,6.0,860.0,5160.0,3.1666666666666665,16340
39,C4x7.5 Channel,ASTM A36,120,90,7.5,390.0,2925.0,1.2,3510
46,HSS8x8x1/2 Hollow Structural Section,ASTM A992,240,550,8.0,920.0,7360.0,3.4375,25300
25,L8x8x3/8 Angle,ASTM A500 Grade B,120,100,8.0,250.0,2000.0,1.25,2500
40,C12x20 Channel,ASTM A572 Grade 60,240,200,20.0,800.0,16000.0,0.5,8000
4,C8x18 Channel,ASTM A500 Grade C,480,400,18.0,160.0,2880.0,0.5555555555555556,1600
5,W6x12 Wide Flange Beam,ASTM A500 Grade C,240,320,12.0,100.0,1200.0,1.3333333333333333,1600
29,C8x18 Channel,ASTM A588,240,210,18.0,580.0,10440.0,0.5833333333333334,6090
24,W6x12 Wide Flange Beam,ASTM A572 Grade 50,120,180,12.0,240.0,2880.0,1.5,4320
36,L3x3x1/4 Angle,ASTM A500 Grade B,120,40,3.0,360.0,1080.0,1.3333333333333333,1440
35,C4x7.5 Channel,ASTM A500 Grade C,120,90,7.5,350.0,2625.0,1.2,3150
2,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,40.0,240.0,3.1666666666666665,760
5,W10x22 Wide Flange Beam,ASTM A36,480,800,22.0,200.0,4400.0,0.9090909090909091,4000
28,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,120,300,8.0,280.0,2240.0,3.75,8400
17,W12x50 Wide Flange Beam,ASTM A36,120,350,50.0,170.0,8500.0,0.7,5950
27,C8x11.5 Channel,ASTM A709 Grade 50,480,400,11.5,1080.0,12420.0,0.8695652173913043,10800
42,L3x3x1/4 Angle,ASTM A588,120,40,3.0,420.0,1260.0,1.3333333333333333,1680
18,C8x11.5 Channel,ASTM A36,120,120,11.5,180.0,2070.0,1.0434782608695652,2160
39,C8x18 Channel,ASTM A36,480,400,18.0,1560.0,28080.0,0.5555555555555556,15600
49,L8x8x3/8 Angle,ASTM A992,480,380,8.0,1960.0,15680.0,1.1875,18620
14,W12x50 Wide Flange Beam,ASTM A572 Grade 50,120,350,50.0,140.0,7000.0,0.7,4900
13,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,350,5.0,260.0,1300.0,3.5,4550
1,L3x3x1/4 Angle,ASTM A588,120,40,3.0,10.0,30.0,1.3333333333333333,40
2,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,240,380,6.0,40.0,240.0,3.1666666666666665,760
46,W14x30 Wide Flange Beam,ASTM A588,120,350,30.0,460.0,13800.0,1.1666666666666667,16100
11,W12x50 Wide Flange Beam,ASTM A709 Grade 50,480,1200,50.0,440.0,22000.0,0.6,13200
5,W14x30 Wide Flange Beam,ASTM A500 Grade C,120,350,30.0,50.0,1500.0,1.1666666666666667,1750
32,HSS8x8x1/2 Hollow Structural Section,ASTM A992,480,1000,8.0,1280.0,10240.0,3.125,32000
17,C8x18 Channel,ASTM A36,480,400,18.0,680.0,12240.0,0.5555555555555556,6800
45,W8x18 Wide Flange Beam,ASTM A588,120,200,18.0,450.0,8100.0,1.1111111111111112,9000
50,W10x22 Wide Flange Beam,ASTM A992,480,800,22.0,2000.0,44000.0,0.9090909090909091,40000
17,W10x30 Wide Flange Beam,ASTM A500 Grade C,480,1400,30.0,680.0,20400.0,1.1666666666666667,23800
27,C8x11.5 Channel,ASTM A572 Grade 60,240,220,11.5,540.0,6210.0,0.9565217391304348,5940
46,L3x3x1/4 Angle,ASTM A572 Grade 50,120,40,3.0,460.0,1380.0,1.3333333333333333,1840
39,L4x4x1/4 Angle,ASTM A572 Grade 50,120,60,4.0,390.0,1560.0,1.5,2340
10,W10x30 Wide Flange Beam,ASTM A709 Grade 50,480,1400,30.0,400.0,12000.0,1.1666666666666667,14000
5,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,120,180,5.0,50.0,250.0,3.6,900
26,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,240,550,8.0,520.0,4160.0,3.4375,14300
20,W14x30 Wide Flange Beam,ASTM A36,240,650,30.0,400.0,12000.0,1.0833333333333333,13000
45,C4x7.5 Channel,ASTM A572 Grade 50,240,160,7.5,900.0,6750.0,1.0666666666666667,7200
27,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade B,240,350,5.0,540.0,2700.0,3.5,9450
26,L8x8x3/8 Angle,ASTM A500 Grade C,240,190,8.0,520.0,4160.0,1.1875,4940
42,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,240,350,5.0,840.0,4200.0,3.5,14700
47,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade B,480,650,5.0,1880.0,9400.0,3.25,30550
13,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,240,550,8.0,260.0,2080.0,3.4375,7150
14,L4x4x1/4 Angle,ASTM A572 Grade 60,480,240,4.0,560.0,2240.0,1.5,3360
49,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,1960.0,15680.0,1.1875,18620
40,L6x6x1/2 Angle,ASTM A572 Grade 50,240,160,6.0,800.0,4800.0,1.3333333333333333,6400
14,C12x20 Channel,ASTM A500 Grade C,480,380,20.0,560.0,11200.0,0.475,5320
24,C8x18 Channel,ASTM A500 Grade B,480,400,18.0,960.0,17280.0,0.5555555555555556,9600
11,C10x25 Channel,ASTM A500 Grade B,120,130,25.0,110.0,2750.0,0.52,1430
28,C8x18 Channel,ASTM A36,480,400,18.0,1120.0,20160.0,0.5555555555555556,11200
34,L3x3x1/4 Angle,ASTM A588,120,40,3.0,340.0,1020.0,1.3333333333333333,1360
11,L8x8x3/8 Angle,ASTM A588,120,100,8.0,110.0,880.0,1.25,1100
30,L8x8x3/8 Angle,ASTM A709 Grade 50,480,380,8.0,1200.0,9600.0,1.1875,11400
9,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,180.0,5400.0,1.0833333333333333,5850
9,L6x6x1/2 Angle,ASTM A572 Grade 50,480,320,6.0,360.0,2160.0,1.3333333333333333,2880
6,L8x8x3/8 Angle,ASTM A588,480,380,8.0,240.0,1920.0,1.1875,2280
1,L3x3x1/4 Angle,ASTM A572 Grade 50,240,80,3.0,20.0,60.0,1.3333333333333333,80
49,W14x30 Wide Flange Beam,ASTM A992,240,650,30.0,980.0,29400.0,1.0833333333333333,31850
4,C8x18 Channel,ASTM A572 Grade 50,240,210,18.0,80.0,1440.0,0.5833333333333334,840
20,L3x3x1/4 Angle,ASTM A709 Grade 50,480,160,3.0,800.0,2400.0,1.3333333333333333,3200
8,C8x11.5 Channel,ASTM A992,120,120,11.5,80.0,920.0,1.0434782608695652,960
3,W8x18 Wide Flange Beam,ASTM A992,120,200,18.0,30.0,540.0,1.1111111111111112,600
15,L3x3x1/4 Angle,ASTM A500 Grade B,240,80,3.0,300.0,900.0,1.3333333333333333,1200
28,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,350,5.0,560.0,2800.0,3.5,9800
25,L4x4x1/4 Angle,ASTM A572 Grade 60,480,240,4.0,1000.0,4000.0,1.5,6000
20,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,480,720,6.0,800.0,4800.0,3.0,14400
36,L6x6x1/2 Angle,ASTM A588,480,320,6.0,1440.0,8640.0,1.3333333333333333,11520
39,L6x6x1/2 Angle,ASTM A36,480,320,6.0,1560.0,9360.0,1.3333333333333333,12480
4,C12x20 Channel,ASTM A572 Grade 60,480,380,20.0,160.0,3200.0,0.475,1520
43,L6x6x1/2 Angle,ASTM A500 Grade C,240,160,6.0,860.0,5160.0,1.3333333333333333,6880
15,C10x15.3 Channel,ASTM A572 Grade 50,120,150,15.3,150.0,2295.0,0.9803921568627451,2250
26,C4x7.5 Channel,ASTM A36,480,300,7.5,1040.0,7800.0,1.0,7800
